postcode,borough,crime_type,date,borough_risk_level,borough_crime_rate,training_text,risk_score,premium_multiplier
W10 6PY,Kensington and Chelsea,Vehicle Crime,2023-06-28,High,145.7,"Crime Data: Vehicle Crime in Kensington and Chelsea (W10 6PY)
Date: 2023-06-28 at 02:11
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 145.7, High risk area, High time risk
Assessment: Vehicles in W10 6PY area have high theft risk due to 145.7 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",60.57,1.2
NW7 9CX,Barnet,Vehicle Crime,2022-01-19,Low,68.5,"Crime Data: Vehicle Crime in Barnet (NW7 9CX)
Date: 2022-01-19 at 00:20
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 68.5, Low risk area, High time risk
Assessment: Vehicles in NW7 9CX area have low theft risk due to 68.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.85,0.8
SW2 2WN,Lambeth,Vehicle Crime,2021-01-09,High,132.6,"Crime Data: Vehicle Crime in Lambeth (SW2 2WN)
Date: 2021-01-09 at 01:17
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 132.6, High risk area, High time risk
Assessment: Vehicles in SW2 2WN area have high theft risk due to 132.6 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.26,1.2
W2 1KU,Westminster,Vehicle Crime,2023-10-15,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (W2 1KU)
Date: 2023-10-15 at 05:39
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in W2 1KU area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
SW15 1BA,Wandsworth,Vehicle Crime,2022-02-16,Medium,98.7,"Crime Data: Vehicle Crime in Wandsworth (SW15 1BA)
Date: 2022-02-16 at 03:44
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 98.7, Medium risk area, High time risk
Assessment: Vehicles in SW15 1BA area have medium theft risk due to 98.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.870000000000005,1.0
W1 4VV,Westminster,Vehicle Crime,2021-05-16,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (W1 4VV)
Date: 2021-05-16 at 00:59
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in W1 4VV area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
E1 5GH,Tower Hamlets,Vehicle Crime,2022-06-15,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E1 5GH)
Date: 2022-06-15 at 07:54
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 135.8, High risk area, Medium time risk
Assessment: Vehicles in E1 5GH area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",49.58,1.2
BR6 1PC,Bromley,Vehicle Crime,2022-08-17,Low,65.4,"Crime Data: Vehicle Crime in Bromley (BR6 1PC)
Date: 2022-08-17 at 00:47
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 65.4, Low risk area, High time risk
Assessment: Vehicles in BR6 1PC area have low theft risk due to 65.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.54,0.8
N11 7JM,Barnet,Vehicle Crime,2022-03-19,Low,68.5,"Crime Data: Vehicle Crime in Barnet (N11 7JM)
Date: 2022-03-19 at 03:08
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 68.5, Low risk area, High time risk
Assessment: Vehicles in N11 7JM area have low theft risk due to 68.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.85,0.8
SE22 1MP,Southwark,Vehicle Crime,2020-11-28,High,130.4,"Crime Data: Vehicle Crime in Southwark (SE22 1MP)
Date: 2020-11-28 at 05:59
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 130.4, High risk area, High time risk
Assessment: Vehicles in SE22 1MP area have high theft risk due to 130.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.04,1.2
W2 8CX,Westminster,Vehicle Crime,2020-12-05,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (W2 8CX)
Date: 2020-12-05 at 05:46
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in W2 8CX area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
N14 5VG,Enfield,Vehicle Crime,2020-03-11,Low,76.4,"Crime Data: Vehicle Crime in Enfield (N14 5VG)
Date: 2020-03-11 at 01:43
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 76.4, Low risk area, High time risk
Assessment: Vehicles in N14 5VG area have low theft risk due to 76.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.64,0.8
E4 5EE,Waltham Forest,Vehicle Crime,2022-06-03,Medium,86.7,"Crime Data: Vehicle Crime in Waltham Forest (E4 5EE)
Date: 2022-06-03 at 18:49
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 86.7, Medium risk area, Medium time risk
Assessment: Vehicles in E4 5EE area have medium theft risk due to 86.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.67,1.0
SW9 9DL,Lambeth,Vehicle Crime,2024-05-15,High,132.6,"Crime Data: Vehicle Crime in Lambeth (SW9 9DL)
Date: 2024-05-15 at 01:32
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 132.6, High risk area, High time risk
Assessment: Vehicles in SW9 9DL area have high theft risk due to 132.6 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.26,1.2
W5 6PQ,Ealing,Vehicle Crime,2024-10-06,Medium,88.2,"Crime Data: Vehicle Crime in Ealing (W5 6PQ)
Date: 2024-10-06 at 04:16
Outcome: Charged/Summonsed
Risk Factors: Borough crime rate 88.2, Medium risk area, High time risk
Assessment: Vehicles in W5 6PQ area have medium theft risk due to 88.2 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.82,1.0
E6 6PZ,Newham,Vehicle Crime,2020-12-29,High,128.9,"Crime Data: Vehicle Crime in Newham (E6 6PZ)
Date: 2020-12-29 at 17:44
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 128.9, High risk area, Medium time risk
Assessment: Vehicles in E6 6PZ area have high theft risk due to 128.9 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",48.89,1.2
SW8 4RR,Lambeth,Vehicle Crime,2021-07-20,High,132.6,"Crime Data: Vehicle Crime in Lambeth (SW8 4RR)
Date: 2021-07-20 at 17:45
Outcome: Under Investigation
Risk Factors: Borough crime rate 132.6, High risk area, Medium time risk
Assessment: Vehicles in SW8 4RR area have high theft risk due to 132.6 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",49.26,1.2
HA1 6QG,Harrow,Vehicle Crime,2021-01-16,Low,66.8,"Crime Data: Vehicle Crime in Harrow (HA1 6QG)
Date: 2021-01-16 at 01:06
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 66.8, Low risk area, High time risk
Assessment: Vehicles in HA1 6QG area have low theft risk due to 66.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.68,0.8
N17 1QZ,Haringey,Vehicle Crime,2021-08-05,Medium,85.9,"Crime Data: Vehicle Crime in Haringey (N17 1QZ)
Date: 2021-08-05 at 00:15
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 85.9, Medium risk area, High time risk
Assessment: Vehicles in N17 1QZ area have medium theft risk due to 85.9 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.59,1.0
SW7 3BS,Kensington and Chelsea,Vehicle Crime,2021-11-27,High,145.7,"Crime Data: Vehicle Crime in Kensington and Chelsea (SW7 3BS)
Date: 2021-11-27 at 05:01
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 145.7, High risk area, High time risk
Assessment: Vehicles in SW7 3BS area have high theft risk due to 145.7 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",60.57,1.2
NW5 7FJ,Camden,Vehicle Crime,2022-11-18,High,172.4,"Crime Data: Vehicle Crime in Camden (NW5 7FJ)
Date: 2022-11-18 at 01:24
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 172.4, High risk area, High time risk
Assessment: Vehicles in NW5 7FJ area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",63.24,1.2
CR2 8DF,Croydon,Vehicle Crime,2021-06-17,Low,79.8,"Crime Data: Vehicle Crime in Croydon (CR2 8DF)
Date: 2021-06-17 at 22:40
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 79.8, Low risk area, High time risk
Assessment: Vehicles in CR2 8DF area have low theft risk due to 79.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.980000000000004,0.8
SW19 4DC,Merton,Vehicle Crime,2024-09-27,Low,73.1,"Crime Data: Vehicle Crime in Merton (SW19 4DC)
Date: 2024-09-27 at 01:48
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 73.1, Low risk area, High time risk
Assessment: Vehicles in SW19 4DC area have low theft risk due to 73.1 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.31,0.8
BR6 3SP,Bromley,Vehicle Crime,2021-01-19,Low,65.4,"Crime Data: Vehicle Crime in Bromley (BR6 3SP)
Date: 2021-01-19 at 16:50
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 65.4, Low risk area, Medium time risk
Assessment: Vehicles in BR6 3SP area have low theft risk due to 65.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",27.54,0.8
EN5 2PJ,Barnet,Vehicle Crime,2022-09-30,Low,68.5,"Crime Data: Vehicle Crime in Barnet (EN5 2PJ)
Date: 2022-09-30 at 02:44
Outcome: Charged/Summonsed
Risk Factors: Borough crime rate 68.5, Low risk area, High time risk
Assessment: Vehicles in EN5 2PJ area have low theft risk due to 68.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.85,0.8
SE14 5RL,Lewisham,Vehicle Crime,2022-11-12,Medium,92.8,"Crime Data: Vehicle Crime in Lewisham (SE14 5RL)
Date: 2022-11-12 at 11:42
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 92.8, Medium risk area, High time risk
Assessment: Vehicles in SE14 5RL area have medium theft risk due to 92.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.28,1.0
SW11 2WC,Wandsworth,Vehicle Crime,2023-09-23,Medium,98.7,"Crime Data: Vehicle Crime in Wandsworth (SW11 2WC)
Date: 2023-09-23 at 23:31
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 98.7, Medium risk area, High time risk
Assessment: Vehicles in SW11 2WC area have medium theft risk due to 98.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.870000000000005,1.0
N1 4BT,Islington,Vehicle Crime,2021-04-30,High,138.2,"Crime Data: Vehicle Crime in Islington (N1 4BT)
Date: 2021-04-30 at 05:00
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 138.2, High risk area, High time risk
Assessment: Vehicles in N1 4BT area have high theft risk due to 138.2 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.82,1.2
SE10 4TB,Greenwich,Vehicle Crime,2020-12-05,Medium,95.4,"Crime Data: Vehicle Crime in Greenwich (SE10 4TB)
Date: 2020-12-05 at 01:20
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 95.4, Medium risk area, High time risk
Assessment: Vehicles in SE10 4TB area have medium theft risk due to 95.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.54,1.0
N12 5CS,Barnet,Vehicle Crime,2022-07-16,Low,68.5,"Crime Data: Vehicle Crime in Barnet (N12 5CS)
Date: 2022-07-16 at 21:31
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 68.5, Low risk area, High time risk
Assessment: Vehicles in N12 5CS area have low theft risk due to 68.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.85,0.8
E7 2MM,Newham,Vehicle Crime,2020-05-10,High,128.9,"Crime Data: Vehicle Crime in Newham (E7 2MM)
Date: 2020-05-10 at 07:24
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 128.9, High risk area, High time risk
Assessment: Vehicles in E7 2MM area have high theft risk due to 128.9 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.89,1.2
EC1 8WX,City of London,Vehicle Crime,2022-03-14,Very High,1176.0,"Crime Data: Vehicle Crime in City of London (EC1 8WX)
Date: 2022-03-14 at 05:26
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 1176.0, Very High risk area, High time risk
Assessment: Vehicles in EC1 8WX area have very high theft risk due to 1176.0 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
SW3 7RH,Kensington and Chelsea,Vehicle Crime,2020-09-02,High,145.7,"Crime Data: Vehicle Crime in Kensington and Chelsea (SW3 7RH)
Date: 2020-09-02 at 22:03
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 145.7, High risk area, High time risk
Assessment: Vehicles in SW3 7RH area have high theft risk due to 145.7 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",60.57,1.2
IG1 8PS,Redbridge,Vehicle Crime,2022-03-18,Low,71.6,"Crime Data: Vehicle Crime in Redbridge (IG1 8PS)
Date: 2022-03-18 at 11:39
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 71.6, Low risk area, Medium time risk
Assessment: Vehicles in IG1 8PS area have low theft risk due to 71.6 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",28.16,0.8
SE4 8QE,Lewisham,Vehicle Crime,2022-05-11,Medium,92.8,"Crime Data: Vehicle Crime in Lewisham (SE4 8QE)
Date: 2022-05-11 at 03:34
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 92.8, Medium risk area, High time risk
Assessment: Vehicles in SE4 8QE area have medium theft risk due to 92.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.28,1.0
N14 3UF,Enfield,Vehicle Crime,2023-07-23,Low,76.4,"Crime Data: Vehicle Crime in Enfield (N14 3UF)
Date: 2023-07-23 at 03:10
Outcome: Under Investigation
Risk Factors: Borough crime rate 76.4, Low risk area, High time risk
Assessment: Vehicles in N14 3UF area have low theft risk due to 76.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.64,0.8
N4 5UH,Islington,Vehicle Crime,2020-07-06,High,138.2,"Crime Data: Vehicle Crime in Islington (N4 5UH)
Date: 2020-07-06 at 21:09
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 138.2, High risk area, Medium time risk
Assessment: Vehicles in N4 5UH area have high theft risk due to 138.2 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",49.82,1.2
SE16 1QF,Southwark,Vehicle Crime,2021-08-10,High,130.4,"Crime Data: Vehicle Crime in Southwark (SE16 1QF)
Date: 2021-08-10 at 04:16
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 130.4, High risk area, High time risk
Assessment: Vehicles in SE16 1QF area have high theft risk due to 130.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.04,1.2
NW7 2BD,Barnet,Vehicle Crime,2023-05-02,Low,68.5,"Crime Data: Vehicle Crime in Barnet (NW7 2BD)
Date: 2023-05-02 at 23:44
Outcome: Under Investigation
Risk Factors: Borough crime rate 68.5, Low risk area, High time risk
Assessment: Vehicles in NW7 2BD area have low theft risk due to 68.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.85,0.8
W1 3EF,Westminster,Vehicle Crime,2020-10-24,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (W1 3EF)
Date: 2020-10-24 at 03:03
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in W1 3EF area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
W6 8PH,Hammersmith and Fulham,Vehicle Crime,2023-03-21,High,125.3,"Crime Data: Vehicle Crime in Hammersmith and Fulham (W6 8PH)
Date: 2023-03-21 at 06:47
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 125.3, High risk area, High time risk
Assessment: Vehicles in W6 8PH area have high theft risk due to 125.3 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.53,1.2
