crime_id,date,time,crime_type,borough,postcode,latitude,longitude,outcome,status,month,year,day_of_week,quarter,hour,deprivation_index,borough_crime_rate,distance_from_center,is_weekend,is_night,is_peak_crime_season,crime_severity_score,borough_risk_level,covid_period,postcode_area
MET202201528207,2022-01-30,06:03,Vehicle Crime,Haringey,N17 3AX,51.585481,-0.095771,Investigation complete - no suspect identified,Unsolved,1,2022,Sunday,Q1,6,7,85.9,8.040487717449086,1,1,1,0.978,Medium,Post-COVID,N17
MET202101240666,2021-09-20,04:38,Vehicle Crime,Bromley,BR7 6ZZ,51.393342,0.025236,Investigation complete - no suspect identified,Unsolved,9,2021,Monday,Q3,4,2,65.4,18.36456616208128,0,1,0,0.978,Low,Recovery,BR7
MET202101386679,2021-11-28,14:17,Vehicle Crime,Waltham Forest,E17 6ZW,51.589027,-0.019333,Evidential difficulties victim does not support action,Unsolved,11,2021,Sunday,Q4,14,6,86.7,11.383514295251096,1,0,1,0.978,Medium,Recovery,E17
MET202201722934,2022-04-23,18:15,Vehicle Crime,Hammersmith and Fulham,W6 1HD,51.494322,-0.205736,Investigation complete - no suspect identified,Unsolved,4,2022,Saturday,Q2,18,4,125.3,13.17341929030501,1,0,0,0.978,High,Post-COVID,W6
MET202100692358,2021-01-08,06:21,Vehicle Crime,Hammersmith and Fulham,SW6 1DR,51.465985,-0.193693,Investigation complete - no suspect identified,Unsolved,1,2021,Friday,Q1,6,4,125.3,12.797640950134005,0,1,1,0.978,High,Recovery,SW6
MET202403263319,2024-01-09,09:36,Vehicle Crime,Southwark,SE17 4JH,51.456972,-0.122242,Investigation complete - no suspect identified,Unsolved,1,2024,Tuesday,Q1,9,7,130.4,7.292204409552955,0,0,1,0.978,High,Post-COVID,SE17
MET202403781411,2024-07-21,00:02,Vehicle Crime,Hammersmith and Fulham,W14 5HB,51.463052,-0.233511,Investigation complete - no suspect identified,Unsolved,7,2024,Sunday,Q3,0,4,125.3,17.02832582807319,1,1,0,0.978,High,Post-COVID,W14
MET202201979640,2022-08-11,01:40,Vehicle Crime,Tower Hamlets,E1 9MB,51.49989,0.059847,Investigation complete - no suspect identified,Unsolved,8,2022,Thursday,Q3,1,9,135.8,16.54571522028552,0,1,0,0.978,High,Post-COVID,E1
MET202100884916,2021-04-07,16:55,Vehicle Crime,Lambeth,SW2 1XQ,51.457677,-0.146047,Evidential difficulties victim supports action,Unsolved,4,2021,Wednesday,Q2,16,7,132.6,8.883614075290449,0,0,0,0.978,High,Recovery,SW2
MET202303209811,2023-12-20,02:58,Vehicle Crime,Hillingdon,UB3 4AM,51.513949,-0.378671,Evidential difficulties victim supports action,Unsolved,12,2023,Wednesday,Q4,2,3,70.2,32.1979386677452,0,1,1,0.978,Low,Post-COVID,UB3
MET202302543158,2023-04-01,23:02,Vehicle Crime,Tower Hamlets,E14 2JP,51.52616,-0.059564,Investigation complete - no suspect identified,Unsolved,4,2023,Saturday,Q2,23,9,135.8,3.5204799197859424,1,1,0,0.978,High,Post-COVID,E14
MET202303225222,2023-12-26,04:41,Vehicle Crime,Tower Hamlets,E1 5TM,51.530698,-0.028854,Evidential difficulties victim supports action,Unsolved,12,2023,Tuesday,Q4,4,9,135.8,6.904169055557781,0,1,1,0.978,High,Post-COVID,E1
MET202403424118,2024-03-10,01:51,Vehicle Crime,Hammersmith and Fulham,W14 1DA,51.497149,-0.224325,Charged/Summonsed,Solved,3,2024,Sunday,Q1,1,4,125.3,15.173083123839554,1,1,0,0.978,High,Post-COVID,W14
MET202202116293,2022-10-08,02:58,Vehicle Crime,Lambeth,SW4 5CK,51.473729,-0.067537,Evidential difficulties victim supports action,Unsolved,10,2022,Saturday,Q4,2,7,132.6,4.985665069517656,1,1,1,0.978,High,Post-COVID,SW4
MET202201651174,2022-03-23,01:37,Vehicle Crime,Newham,E16 2QX,51.466218,0.077626,Investigation complete - no suspect identified,Unsolved,3,2022,Wednesday,Q1,1,8,128.9,19.17995983750225,0,1,0,0.978,High,Post-COVID,E16
MET202403287324,2024-01-18,16:22,Vehicle Crime,Hackney,E9 4NV,51.535377,-0.090106,Investigation complete - no suspect identified,Unsolved,1,2024,Thursday,Q1,16,8,140.1,2.445167915985492,0,0,1,0.978,High,Post-COVID,E9
MET202000241268,2020-05-10,19:11,Vehicle Crime,Newham,E7 2NZ,51.49057,0.0385,Charged/Summonsed,Solved,5,2020,Sunday,Q2,19,8,128.9,14.333886439723855,1,0,0,0.978,High,Initial Impact,E7
MET202303063427,2023-10-23,22:16,Vehicle Crime,Hammersmith and Fulham,W14 7NN,51.529353,-0.196825,Under Investigation,Pending,10,2023,Monday,Q4,22,4,125.3,12.142785544664587,0,1,1,0.978,High,Post-COVID,W14
MET202403532020,2024-04-19,19:00,Vehicle Crime,Southwark,SE1 2XL,51.497945,-0.164314,Investigation complete - no suspect identified,Unsolved,4,2024,Friday,Q2,19,7,130.4,8.57755458749983,0,0,0,0.978,High,Post-COVID,SE1
MET202100677448,2021-01-01,01:55,Vehicle Crime,Barnet,N14 1SG,51.625624,-0.211686,Investigation complete - no suspect identified,Unsolved,1,2021,Friday,Q1,1,2,68.5,18.488878384494427,0,1,1,0.978,Low,Recovery,N14
MET202302675327,2023-05-23,23:59,Vehicle Crime,Harrow,HA2 1WX,51.585821,-0.288821,Investigation complete - no suspect identified,Unsolved,5,2023,Tuesday,Q2,23,3,66.8,23.63368304476329,0,1,0,0.978,Low,Post-COVID,HA2
MET202403479070,2024-03-30,00:15,Vehicle Crime,Croydon,SE25 4AR,51.375629,-0.126853,Investigation complete - no suspect identified,Unsolved,3,2024,Saturday,Q1,0,5,79.8,15.871113838808808,1,1,0,0.978,Low,Post-COVID,SE25
MET202403283935,2024-01-17,00:18,Vehicle Crime,Barnet,N20 5SX,51.633946,-0.230784,Investigation complete - no suspect identified,Unsolved,1,2024,Wednesday,Q1,0,2,68.5,20.69119436482644,0,1,1,0.978,Low,Post-COVID,N20
MET202403316651,2024-01-29,00:44,Vehicle Crime,Croydon,CR7 3JK,51.386709,-0.066186,Investigation complete - no suspect identified,Unsolved,1,2024,Monday,Q1,0,5,79.8,14.281088002022043,0,1,1,0.978,Low,Post-COVID,CR7
MET202403740952,2024-07-06,18:37,Vehicle Crime,Barnet,N3 8ZJ,51.627471,-0.215929,Investigation complete - no suspect identified,Unsolved,7,2024,Saturday,Q3,18,2,68.5,18.97576322000066,1,0,0,0.978,Low,Post-COVID,N3
MET202201995112,2022-08-17,01:14,Vehicle Crime,Lewisham,SE14 5CR,51.427946,-0.024253,Investigation complete - no suspect identified,Unsolved,8,2022,Wednesday,Q3,1,6,92.8,11.873847246386571,0,1,0,0.978,Medium,Post-COVID,SE14
MET202403688483,2024-06-16,04:37,Vehicle Crime,Waltham Forest,E17 1CP,51.585146,0.007059,Investigation complete - no suspect identified,Unsolved,6,2024,Sunday,Q2,4,6,86.7,13.272802800910023,1,1,0,0.978,Medium,Post-COVID,E17
MET202101028542,2021-06-13,22:18,Vehicle Crime,Hillingdon,HA6 9QU,51.52064,-0.510203,Evidential difficulties victim supports action,Unsolved,6,2021,Sunday,Q2,22,3,70.2,46.80483276673563,1,1,0,0.978,Low,Recovery,HA6
MET202403341985,2024-02-08,23:21,Vehicle Crime,Camden,WC1 6CA,51.574843,-0.095758,Investigation complete - no suspect identified,Unsolved,2,2024,Thursday,Q1,23,4,172.4,6.866298157186248,0,1,1,0.978,High,Post-COVID,WC1
MET202302799865,2023-07-11,01:07,Vehicle Crime,Hammersmith and Fulham,SW6 7GS,51.509588,-0.265876,Investigation complete - no suspect identified,Unsolved,7,2023,Tuesday,Q3,1,4,125.3,19.682184818711555,0,1,0,0.978,High,Post-COVID,SW6
MET202202274120,2022-12-14,22:40,Vehicle Crime,Wandsworth,SW11 1AB,51.478687,-0.204842,Investigation complete - no suspect identified,Unsolved,12,2022,Wednesday,Q4,22,3,98.7,13.465903563054724,0,1,1,0.978,Medium,Post-COVID,SW11
MET202403903005,2024-09-05,01:52,Vehicle Crime,Tower Hamlets,E14 4UP,51.525401,-0.050928,Investigation complete - no suspect identified,Unsolved,9,2024,Thursday,Q3,1,9,135.8,4.3886480117214335,0,1,0,0.978,High,Post-COVID,E14
MET202101162597,2021-08-15,23:07,Vehicle Crime,Brent,HA0 3XV,51.512437,-0.262407,Investigation complete - no suspect identified,Unsolved,8,2021,Sunday,Q3,23,5,90.5,19.292873124923045,1,1,0,0.978,Medium,Recovery,HA0
MET202201614728,2022-03-08,22:43,Vehicle Crime,Waltham Forest,E4 4EE,51.590051,-0.013136,Investigation complete - no suspect identified,Unsolved,3,2022,Tuesday,Q1,22,6,86.7,11.93969532719102,0,1,0,0.978,Medium,Post-COVID,E4
MET202100785506,2021-02-20,04:29,Vehicle Crime,Lambeth,SE11 9QX,51.473983,-0.123968,Investigation complete - no suspect identified,Unsolved,2,2021,Saturday,Q1,4,7,132.6,5.878385735171966,1,1,1,0.978,High,Recovery,SE11
MET202100727747,2021-01-24,06:15,Vehicle Crime,Harrow,HA8 1SR,51.632005,-0.369401,Under Investigation,Pending,1,2021,Sunday,Q1,6,3,66.8,33.835223053793406,1,1,1,0.978,Low,Recovery,HA8
MET202403597901,2024-05-13,01:56,Vehicle Crime,Islington,N4 8EP,51.532337,-0.139828,Under Investigation,Pending,5,2024,Monday,Q2,1,6,138.2,6.062386666892299,0,1,0,0.978,High,Post-COVID,N4
MET202202135547,2022-10-16,02:57,Vehicle Crime,Hammersmith and Fulham,W12 6WQ,51.473572,-0.203492,Evidential difficulties victim supports action,Unsolved,10,2022,Sunday,Q4,2,4,125.3,13.4975457997596,1,1,1,0.978,High,Post-COVID,W12
MET202000260587,2020-05-20,04:50,Vehicle Crime,Bromley,BR2 5DM,51.393222,0.030996,Investigation complete - no suspect identified,Unsolved,5,2020,Wednesday,Q2,4,2,65.4,18.81964160984176,0,1,0,0.978,Low,Initial Impact,BR2
MET202202285790,2022-12-19,05:50,Vehicle Crime,Tower Hamlets,E3 9CL,51.538116,0.001816,Evidential difficulties victim supports action,Unsolved,12,2022,Monday,Q4,5,9,135.8,10.404397592631447,0,1,1,0.978,High,Post-COVID,E3
MET202100987998,2021-05-25,18:26,Vehicle Crime,Islington,N7 9PZ,51.531619,-0.095195,Investigation complete - no suspect identified,Unsolved,5,2021,Tuesday,Q2,18,6,138.2,2.1507262897697816,0,0,0,0.978,High,Recovery,N7
MET202302748452,2023-06-21,07:29,Vehicle Crime,Hammersmith and Fulham,SW6 3VH,51.474239,-0.211758,Charged/Summonsed,Solved,6,2023,Wednesday,Q2,7,4,125.3,14.344995528060824,0,0,0,0.978,High,Post-COVID,SW6
MET202403713512,2024-06-26,05:09,Vehicle Crime,Tower Hamlets,E14 5AX,51.487636,-0.045133,Evidential difficulties victim supports action,Unsolved,6,2024,Wednesday,Q2,5,9,135.8,5.608701364396394,0,1,0,0.978,High,Post-COVID,E14
MET202202138561,2022-10-17,16:08,Vehicle Crime,Camden,WC1 5BJ,51.579979,-0.169548,Evidential difficulties victim supports action,Unsolved,10,2022,Monday,Q4,16,4,172.4,11.634019000515352,0,0,1,0.978,High,Post-COVID,WC1
MET202404197177,2024-12-24,23:18,Vehicle Crime,Brent,HA9 2ZK,51.553236,-0.257744,Evidential difficulties victim supports action,Unsolved,12,2024,Tuesday,Q4,23,5,90.5,19.2886573940716,0,1,1,0.978,Medium,Post-COVID,HA9
MET202100689523,2021-01-06,21:39,Vehicle Crime,Westminster,SW1 1KE,51.489269,-0.099517,Investigation complete - no suspect identified,Unsolved,1,2021,Wednesday,Q1,21,3,349.9,2.9398995938719104,0,0,1,0.978,Very High,Recovery,SW1
MET202302464385,2023-03-01,00:33,Vehicle Crime,Redbridge,IG2 5MF,51.538037,0.076736,Evidential difficulties victim supports action,Unsolved,3,2023,Wednesday,Q1,0,4,71.6,18.55492901758097,0,1,0,0.978,Low,Post-COVID,IG2
MET202101448691,2021-12-26,02:34,Vehicle Crime,Bromley,BR7 8UB,51.377985,0.046411,Evidential difficulties victim does not support action,Unsolved,12,2021,Sunday,Q4,2,2,65.4,21.225450169432172,1,1,1,0.978,Low,Recovery,BR7
MET202201691614,2022-04-10,03:33,Vehicle Crime,Sutton,SM6 6FH,51.320145,-0.230743,Under Investigation,Pending,4,2022,Sunday,Q2,3,2,62.9,26.62892717717252,1,1,0,0.978,Low,Post-COVID,SM6
MET202201468116,2022-01-04,00:19,Vehicle Crime,Waltham Forest,E11 7HR,51.589274,-0.041705,Under Investigation,Pending,1,2022,Tuesday,Q1,0,6,86.7,9.90080483522588,0,1,1,0.978,Medium,Post-COVID,E11
MET202403734936,2024-07-04,03:08,Vehicle Crime,Merton,CR4 5UP,51.389578,-0.253241,Investigation complete - no suspect identified,Unsolved,7,2024,Thursday,Q3,3,3,73.1,22.86668607882121,0,1,0,0.978,Low,Post-COVID,CR4
MET202201570419,2022-02-17,13:23,Vehicle Crime,Bromley,BR6 8LS,51.392305,0.011104,Investigation complete - no suspect identified,Unsolved,2,2022,Thursday,Q1,13,2,65.4,17.411398803765064,0,0,1,0.978,Low,Post-COVID,BR6
MET202101065953,2021-07-01,23:31,Vehicle Crime,Barnet,N3 8LC,51.633128,-0.2045,Investigation complete - no suspect identified,Unsolved,7,2021,Thursday,Q3,23,2,68.5,18.496611816407626,0,1,0,0.978,Low,Recovery,N3
MET202101250522,2021-09-25,04:18,Vehicle Crime,Barnet,EN5 2JF,51.621351,-0.198367,Investigation complete - no suspect identified,Unsolved,9,2021,Saturday,Q3,4,2,68.5,17.089030474356633,1,1,0,0.978,Low,Recovery,EN5
MET202100803483,2021-02-28,02:59,Vehicle Crime,Southwark,SE17 5TV,51.480665,-0.136474,Evidential difficulties victim supports action,Unsolved,2,2021,Sunday,Q1,2,7,130.4,6.437521630598007,1,1,1,0.978,High,Recovery,SE17
MET202403621236,2024-05-22,23:01,Vehicle Crime,Hackney,E9 7RX,51.55487,-0.047004,Investigation complete - no suspect identified,Unsolved,5,2024,Wednesday,Q2,23,8,140.1,6.519762539942692,0,1,0,0.978,High,Post-COVID,E9
MET202202056904,2022-09-13,20:26,Vehicle Crime,Enfield,EN2 3MW,51.618328,-0.065902,Evidential difficulties victim does not support action,Unsolved,9,2022,Tuesday,Q3,20,5,76.4,11.91639898394438,0,0,0,0.978,Low,Post-COVID,EN2
MET202303131857,2023-11-19,22:14,Vehicle Crime,Bromley,BR4 3EU,51.377424,0.014965,Under Investigation,Pending,11,2023,Sunday,Q4,22,2,65.4,18.97261855859963,1,1,1,0.978,Low,Post-COVID,BR4
MET202000287626,2020-06-04,22:16,Vehicle Crime,Newham,E7 9KJ,51.491059,0.028171,Evidential difficulties victim does not support action,Unsolved,6,2020,Thursday,Q2,22,8,128.9,13.196675452619138,0,1,0,0.978,High,Initial Impact,E7
MET202302347343,2023-01-14,03:21,Vehicle Crime,Croydon,SE19 8PX,51.385275,-0.076155,Investigation complete - no suspect identified,Unsolved,1,2023,Saturday,Q1,3,5,79.8,14.288806131431729,1,1,1,0.978,Low,Post-COVID,SE19
MET202000622027,2020-12-02,02:27,Vehicle Crime,Islington,N1 5WN,51.533068,-0.062395,Investigation complete - no suspect identified,Unsolved,12,2020,Wednesday,Q4,2,6,138.2,3.636893020138262,0,1,1,0.978,High,Initial Impact,N1
MET202302542835,2023-04-01,02:27,Vehicle Crime,Harrow,HA8 6NR,51.593183,-0.364977,Under Investigation,Pending,4,2023,Saturday,Q2,2,3,66.8,31.93051035638156,1,1,0,0.978,Low,Post-COVID,HA8
MET202000117090,2020-03-04,06:39,Vehicle Crime,Southwark,SE22 7NH,51.516249,-0.075898,Under Investigation,Pending,3,2020,Wednesday,Q1,6,7,130.4,1.444952300667858,0,1,0,0.978,High,Initial Impact,SE22
MET202100979185,2021-05-21,06:16,Vehicle Crime,Newham,E16 1CU,51.480774,0.027213,Evidential difficulties victim supports action,Unsolved,5,2021,Friday,Q2,6,8,128.9,13.355614304001346,0,1,0,0.978,High,Recovery,E16
MET202201469305,2022-01-05,06:35,Vehicle Crime,Bexley,DA16 1DA,51.441494,0.181654,Under Investigation,Pending,1,2022,Wednesday,Q1,6,3,63.9,31.04185946547,0,1,1,0.978,Low,Post-COVID,DA16
MET202303065526,2023-10-24,00:40,Vehicle Crime,Wandsworth,SW17 1ZC,51.464151,-0.188341,Investigation complete - no suspect identified,Unsolved,10,2023,Tuesday,Q4,0,3,98.7,12.347337391572212,0,1,1,0.978,Medium,Post-COVID,SW17
MET202101186450,2021-08-26,22:00,Vehicle Crime,Lambeth,SE24 3PV,51.535857,-0.183563,Evidential difficulties victim supports action,Unsolved,8,2021,Thursday,Q3,22,7,132.6,10.831625599787854,0,1,0,0.978,High,Recovery,SE24
MET202302532901,2023-03-28,00:16,Vehicle Crime,Bexley,DA6 3NY,51.461628,0.142698,Evidential difficulties victim supports action,Unsolved,3,2023,Tuesday,Q1,0,3,63.9,26.309366204698808,0,1,0,0.978,Low,Post-COVID,DA6
MET202302751250,2023-06-22,02:33,Vehicle Crime,Lambeth,SW8 5FF,51.433007,-0.027079,Action to be taken by another organisation,Solved,6,2023,Thursday,Q2,2,7,132.6,11.236724623869607,0,1,0,0.978,High,Post-COVID,SW8
MET202100681051,2021-01-02,23:19,Vehicle Crime,Newham,E7 6DT,51.543416,0.008856,Evidential difficulties victim supports action,Unsolved,1,2021,Saturday,Q1,23,8,128.9,11.319078904117353,1,1,1,0.978,High,Recovery,E7
MET202302997664,2023-09-27,04:37,Vehicle Crime,Hounslow,TW3 5TF,51.517674,-0.371657,Investigation complete - no suspect identified,Unsolved,9,2023,Wednesday,Q3,4,4,74.9,31.422908486903708,0,1,0,0.978,Low,Post-COVID,TW3
MET202403885865,2024-08-29,06:44,Vehicle Crime,Hillingdon,HA6 4HN,51.599728,-0.547998,Investigation complete - no suspect identified,Unsolved,8,2024,Thursday,Q3,6,3,70.2,51.88570849104936,0,1,0,0.978,Low,Post-COVID,HA6
MET202403361466,2024-02-15,05:18,Vehicle Crime,Kensington and Chelsea,SW5 5KK,51.479054,-0.153674,Investigation complete - no suspect identified,Unsolved,2,2024,Thursday,Q1,5,2,145.7,8.167573691043836,0,1,1,0.978,High,Post-COVID,SW5
MET202302620389,2023-05-01,06:21,Vehicle Crime,Kensington and Chelsea,W11 6CC,51.509717,-0.150437,Evidential difficulties victim does not support action,Unsolved,5,2023,Monday,Q2,6,2,145.7,6.876070634717007,0,1,0,0.978,High,Post-COVID,W11
MET202000070125,2020-02-08,01:05,Vehicle Crime,Croydon,CR0 1VG,51.38913,-0.123568,Investigation complete - no suspect identified,Unsolved,2,2020,Saturday,Q1,1,5,79.8,14.329663182977844,1,1,1,0.978,Low,Initial Impact,CR0
MET202202067180,2022-09-17,18:15,Vehicle Crime,Lewisham,SE13 2BA,51.462527,-0.004314,Investigation complete - no suspect identified,Unsolved,9,2022,Saturday,Q3,18,6,92.8,10.927831290238684,1,0,0,0.978,Medium,Post-COVID,SE13
MET202302539944,2023-03-31,02:15,Vehicle Crime,Haringey,N22 4JA,51.59421,-0.137573,Investigation complete - no suspect identified,Unsolved,3,2023,Friday,Q1,2,7,85.9,10.48853726808978,0,1,0,0.978,Medium,Post-COVID,N22
MET202303074614,2023-10-27,18:26,Vehicle Crime,Bexley,DA6 9YE,51.486908,0.121319,Under Investigation,Pending,10,2023,Friday,Q4,18,3,63.9,23.48583018231681,0,0,1,0.978,Low,Post-COVID,DA6
MET202000154195,2020-03-24,00:49,Vehicle Crime,Wandsworth,SW12 9QH,51.474341,-0.163742,Evidential difficulties victim supports action,Unsolved,3,2020,Tuesday,Q1,0,3,98.7,9.40028169110053,0,1,0,0.978,Medium,Initial Impact,SW12
MET202403445884,2024-03-18,23:54,Vehicle Crime,Camden,WC1 4HL,51.523916,-0.119959,Investigation complete - no suspect identified,Unsolved,3,2024,Monday,Q1,23,4,172.4,3.6713543850979136,0,1,0,0.978,High,Post-COVID,WC1
MET202202148841,2022-10-22,06:22,Vehicle Crime,Redbridge,IG5 8ZD,51.558008,0.090213,Investigation complete - no suspect identified,Unsolved,10,2022,Saturday,Q4,6,4,71.6,20.456538895942227,1,1,1,0.978,Low,Post-COVID,IG5
MET202201754645,2022-05-07,04:58,Vehicle Crime,Hammersmith and Fulham,W14 6CD,51.52051,-0.236632,Investigation complete - no suspect identified,Unsolved,5,2022,Saturday,Q2,4,4,125.3,16.45049402154248,1,1,0,0.978,High,Post-COVID,W14
MET202403396868,2024-02-28,01:34,Vehicle Crime,Hillingdon,UB3 6SE,51.507337,-0.503753,Charged/Summonsed,Solved,2,2024,Wednesday,Q1,1,3,70.2,46.086897018462174,0,1,1,0.978,Low,Post-COVID,UB3
MET202000073823,2020-02-09,23:40,Vehicle Crime,Tower Hamlets,E14 3BC,51.529789,-0.059654,Investigation complete - no suspect identified,Unsolved,2,2020,Sunday,Q1,23,9,135.8,3.6922648591452,1,1,1,0.978,High,Initial Impact,E14
MET202201871935,2022-06-26,16:34,Vehicle Crime,Bromley,SE19 4VX,51.433575,-0.005172,Evidential difficulties victim supports action,Unsolved,6,2022,Sunday,Q2,16,2,65.4,12.81666094381404,1,0,0,0.978,Low,Post-COVID,SE19
MET202202268618,2022-12-12,01:30,Vehicle Crime,Greenwich,SE9 5QR,51.511333,0.093964,Investigation complete - no suspect identified,Unsolved,12,2022,Monday,Q4,1,5,95.4,20.265902807765183,0,1,1,0.978,Medium,Post-COVID,SE9
MET202302666482,2023-05-20,23:22,Vehicle Crime,Waltham Forest,E4 2KU,51.574423,-0.05088,Investigation complete - no suspect identified,Unsolved,5,2023,Saturday,Q2,23,6,86.7,7.963122461083828,1,1,0,0.978,Medium,Post-COVID,E4
MET202202148844,2022-10-22,03:36,Vehicle Crime,Camden,NW5 4TN,51.542037,-0.139391,Evidential difficulties victim supports action,Unsolved,10,2022,Saturday,Q4,3,4,172.4,6.472169520914324,1,1,1,0.978,High,Post-COVID,NW5
MET202000535155,2020-10-16,08:37,Vehicle Crime,Tower Hamlets,E3 7NW,51.508014,-0.064282,Investigation complete - no suspect identified,Unsolved,10,2020,Friday,Q4,8,9,135.8,2.7647114736477016,0,0,1,0.978,High,Initial Impact,E3
MET202403845337,2024-08-14,05:41,Vehicle Crime,Hackney,N16 9ZN,51.49455,-0.069484,Under Investigation,Pending,8,2024,Wednesday,Q3,5,8,140.1,2.9799809197168057,0,1,0,0.978,High,Post-COVID,N16
MET202302919338,2023-08-27,17:47,Vehicle Crime,Westminster,W2 5UV,51.515111,-0.136666,Under Investigation,Pending,8,2023,Sunday,Q3,17,3,349.9,5.338705228097636,1,0,0,0.978,Very High,Post-COVID,W2
MET202100691930,2021-01-07,20:48,Vehicle Crime,Hillingdon,HA6 8LA,51.549505,-0.420712,Evidential difficulties victim supports action,Unsolved,1,2021,Thursday,Q1,20,3,70.2,37.08163487875978,0,0,1,0.978,Low,Recovery,HA6
MET202403711525,2024-06-25,06:45,Vehicle Crime,Hammersmith and Fulham,W14 1LA,51.51921,-0.152371,Investigation complete - no suspect identified,Unsolved,6,2024,Tuesday,Q2,6,4,125.3,7.107898274571856,0,1,0,0.978,High,Post-COVID,W14
MET202000052154,2020-01-29,19:13,Vehicle Crime,Greenwich,SE8 7PQ,51.481071,-0.008487,Evidential difficulties victim does not support action,Unsolved,1,2020,Wednesday,Q1,19,5,95.4,9.589306003054014,0,0,1,0.978,Medium,Initial Impact,SE8
MET202403634482,2024-05-27,04:03,Vehicle Crime,Waltham Forest,E17 3NH,51.595301,-0.003454,Investigation complete - no suspect identified,Unsolved,5,2024,Monday,Q2,4,6,86.7,13.113800969076854,0,1,0,0.978,Medium,Post-COVID,E17
MET202403957525,2024-09-25,03:50,Vehicle Crime,Croydon,CR0 9XN,51.405843,-0.102451,Investigation complete - no suspect identified,Unsolved,9,2024,Wednesday,Q3,3,5,79.8,12.037415688695384,0,1,0,0.978,Low,Post-COVID,CR0
