token_id,contract_address,owner_wallet_address,make,model,year,vin,registration_number,category,current_value,original_value,postcode,area,area_risk_level,mint_date,mint_transaction_hash,last_transfer_date,last_transfer_hash,metadata_ipfs_hash,blockchain,token_standard,insurance_risk_score,monthly_premium_estimate,coverage_recommended,ownership_verified,vin_verified,dvla_verified,mileage,fuel_type,transmission,color,doors,total_transfers,policy_count,claims_count,last_valuation_date,created_at,updated_at
41,0x6c5b90ce16db4268e93c4007fc6876137e8971fe,0x37d142c30f4a7371bd5d9f59e48f26a9e5fc2389,Ferrari,488,2016,ZFF166071947155,BC16 VLG,supercar,84989,180000,SW1 4UQ,Westminster,very_high,2020-03-29,0x3d7ec317aaf63d11edeffe507c014f44111da8aa4a2b12a08f643cfd9a542fe0,2024-09-30,0x1bd66a6d400c922e6da56ec4e3718c0fe8e7e091e69a3ca18d0fcff06ab121dc,Qm329Uzw3ELU8sxfXHEdqPf7caBpihfCs8e6CwAqJJvLLH,BlockDAG,ERC-721,95.0,37,comprehensive,True,False,True,117535,Petrol,Manual,Grey,2,2,1,1,2023-10-27,2020-03-29,2024-09-30
42,0x891b24e40155aca81b83357d231a00c460f230f0,0x142b5980043cdc371c7ee08e40d7519a682977b0,McLaren,720S,2021,WBA215055992820,BC21 VTN,supercar,157606,220000,SW1 9GR,Westminster,very_high,2023-11-08,0x41409e9346db1f4aac9b46f4c7d3232c18979833b5db49e9f3898e653e10c9ab,2023-08-09,0xcca6eddec8eecec085bb3b9d47f739d0ab2e9a40b9207d4030ddc02cf0b86fc4,QmJpfFbFbxR95GSTH5ae8uZDwZgKnzun8iaie2F8JiYqAG,BlockDAG,ERC-721,95.0,69,comprehensive,True,True,True,143181,Hybrid,Automatic,Red,3,3,0,0,2023-07-27,2023-11-08,2023-08-09
43,0x01083da29cd5c7a2122f347e74728cd523b72167,0xa666319ba46952f9d3d04abf77ed57c24943562c,Ford,Fiesta,2006,WBA068670671634,CD06 JUH,standard,1230,6000,CR0 2QI,Croydon,medium,2024-07-17,0xc507eab062cdac2a663679b7b6da67a493d942580c2bd3ae4ecfb3d230cd6a93,2024-04-05,0xba531bbe6bad9f58439404f92d532972c1147bd724394e0a183d7e7ef4e77645,QmXzWGb7JBru8sU6jELYHA4HBBmsheUeymLjeT1pc4VyYW,BlockDAG,ERC-721,49.623,0,standard,True,True,False,36420,Electric,Manual,White,3,5,2,1,2023-03-06,2024-07-17,2024-04-05
44,0xc57be7f57fb1cc9eb3c71cb0549f44fb07a01669,0xdf0e0d7564633d2503c0f37dc0f0cf4d71f26355,Mercedes,S-Class,2017,WDD172000393780,EF17 SBU,luxury,23094,45000,EN1 4VE,Enfield,medium,2020-10-13,0x360bf4961a3e1726c068973846263c1e254fb3b494687c26013360e6811a2ba7,2024-04-15,0x8b130fe994586e78678a301b6208d52216e9ecb03fa5ec7f96b8950583ec0a82,QmzjuV3TCVEtfvvEW6XLFAMU4qwZWHgxodoGxB3uTiepJ5,BlockDAG,ERC-721,81.5094,5,standard,True,True,False,103583,Petrol,Automatic,Grey,2,4,2,1,2023-02-12,2020-10-13,2024-04-15
45,0x01083da2ae9b9c3bbfd1a3f82af1b5b43789f846,0xd313513d823d9e5a3f5ebdc45786d16abf258c73,Ford,Mustang,2021,WBA215308922454,EF21 CFL,standard,17909,25000,SE1 9JV,Southwark,medium,2023-07-02,0x95b50909e1878af7b61959617c9ba813991c7fba47d75fb7ca3b605edcee7a36,2023-03-13,0x47d699653b2b30c4908d2b8a394b49db5ac06e7de851aec65a5a79960946098d,QmCqFJTuKRbTKTSFgvLqAGurPe5VqW1SgB6H1H2Hrr39AE,BlockDAG,ERC-721,43.7909,2,standard,False,False,False,113733,Petrol,Automatic,Black,2,1,1,1,2024-05-02,2023-07-02,2023-03-13
46,0xc57be7f5acffe5c34d000ead89f577c58408df57,0xbc29ac5b6ce1dffcc2f8c7cffaa87f737193eec0,Mercedes,G-Class,2001,WDD011713535750,DE01 OXJ,luxury,10814,80000,TW9 5HC,Richmond,low,2020-08-15,0x3d678d6caf4892f1af1a738aeeeb4a2cc9b7d5e7e3a3631193cef38d4b2fa1db,2024-11-27,0xfd20ce55cd2c95e0ffb02929fae1f4b87692082ce76748fe71daef210f9c3476,QmjkbbJujxvSjABHLYunCkGN9DG6avv7dPVRV3MmoC77vh,BlockDAG,ERC-721,73.6814,1,standard,True,True,False,59255,Petrol,Manual,Red,4,3,2,0,2024-11-25,2020-08-15,2024-11-27
47,0xbada04e24cd4119099c0191bcc394aa341f1616d,0xa06877f5a644b52b85153382a341b7d0701f67d4,Volkswagen,Golf,2011,WBA118232262188,AB11 UVL,standard,3734,12000,SW3 8BH,Chelsea,high,2021-10-09,0x7155c7bf3dbeb285e150a2ebaa0573dca4fbc6834170014c41531531d33da875,2023-10-21,0x0b25c07b03019acf02342f8e5756553a00e7b858da134e5d446095f72e4c192a,QmmbcwEvbDnAVpyLHbXdeQ5kiSLNKgiTmemXxdKuxGNSBL,BlockDAG,ERC-721,52.3734,0,standard,True,True,False,133856,Electric,Manual,Blue,2,5,2,0,2023-06-04,2021-10-09,2023-10-21
48,0xc57be7f587e4fd16d6fb49a131657a277da1c632,0xbbf86d4ea5789317d14507745e41b9ea42b9671e,Mercedes,SL,2008,WDD086586724388,EF08 DHI,luxury,8481,35000,TW9 6XC,Richmond,low,2022-04-25,0x1306fd437e1d620f380638a4c10956bf3fa4d095e16d08ef662f2c951c65e5bd,2023-01-09,0x3f39fa7c6810e1758ec4cd72757814db4352b5175c13ffa1ff12390b2313f2b9,Qm7J9ttHubaSCdc9NEgdKEACcb9uGXjAanSGEPziKCaMG8,BlockDAG,ERC-721,74.1481,1,standard,True,True,False,43968,Petrol,Manual,Red,2,1,0,0,2024-10-24,2022-04-25,2023-01-09
49,0x92b457e4f4fc7d9c691e1cbc037df35627274b35,0x8e0632679211be93f8a80d291e01df74e2cade67,Audi,A8,2013,WAU130224753088,AB13 CLD,premium,18383,50000,E1 2LS,Tower Hamlets,high,2022-12-31,0x1272529f5973c9d4e0de12729aa0750c987908064d547467ea77926ff1443912,2023-12-28,0xfa9cad8eae8073c45a9ab67f23239e207167fffcda5c74896a127de85c2ca0c7,QmzGsqLfRqdio2KRNhFzJVFwXWXoSeLGhCG4nxMdT2ocyX,BlockDAG,ERC-721,67.8383,4,standard,True,True,False,63331,Electric,Automatic,Black,5,1,2,1,2023-10-08,2022-12-31,2023-12-28
50,0xc57be7f5826991b2569e2bacfd9381bbab6244e0,0x9213769f98fe9d841b7481ba8fb06a63f877823e,Mercedes,G-Class,2012,WDD124972324790,BC12 PYB,luxury,27060,80000,SE1 1BO,Southwark,medium,2021-05-27,0xfdf4b766e77cf7f9c5dc6bd5ce01debf0dd6661e4c6883f9cdff20f91150c769,2024-12-07,0x10d9d5a041a3127cb6c708d60778dc8f6f871e36d0b31e48873d184649cdab3f,Qm1JseSzV9PqRYvwij6rQk2oMFCpUd6uAqcL8zUi4YhHyf,BlockDAG,ERC-721,81.406,7,standard,False,True,False,71635,Electric,Manual,Red,5,4,2,1,2023-02-08,2021-05-27,2024-12-07
51,0x01083da2085ae30b309ac091be88f20af5305c1b,0x696f46155f044b8b131eabb2022313c27c822ef3,Ford,Fiesta,2023,WBA234871930799,AB23 ZSN,standard,5078,6000,SW3 1OY,Chelsea,high,2024-10-30,0xf3a1772e67710d5df996892e158d42e3420372c0914701472ce2da45e519bcc6,2024-06-30,0x2c5ce551e5fd792d97ba7b930cb4c500545d1b0adda022097b3e6de13c13a8b2,QmXocR55qpPNWUZsEFxHez2MnLVXHAPMqLwoVzacbBnx14,BlockDAG,ERC-721,46.5078,0,standard,True,True,True,5009,Electric,Manual,Red,3,5,1,1,2024-01-27,2024-10-30,2024-06-30
52,0xfac8f46fcb30d824a53d742c9d43168179967ce3,0xefb17e536a8c308c340f3b2a35c1352f10c57e67,Jaguar,F-Type,2007,SAJ072973720862,DE07 AEV,luxury,6688,30000,SW3 2WJ,Chelsea,high,2023-05-02,0x0883826d06be5bdfeda4f1842d6826a5b4fa97ebdb2918358c1afec3ec95c3c7,2023-04-15,0xcd5c3f979b753a19b6d33f07dc22a2ff456e32f859d84d7f45da3a9450b6abff,QmQGEN3AMEh4q1w4cWWersmv689WssRFk3vJNXn5yixt53,BlockDAG,ERC-721,83.86880000000001,2,standard,True,False,True,14806,Diesel,Automatic,Silver,3,2,1,0,2024-06-26,2023-05-02,2023-04-15
53,0xbcb48ddd71015d26b44cc1de7c21390d49e7dd58,0xf688b40654323eca0349e625c3c17f39783b6e37,BMW,M3,2020,WBA207128683995,AB20 YBQ,premium,16477,25000,SW11 9XP,Wandsworth,low,2022-05-31,0xfa0a0887f04b8306c0702fbd6ba17e6ef66d55dbf8a974d3d56b730e37d1272a,2024-08-04,0xa050b917d7d11692bc3de2627e2b2b9d84be00075b9f2109edb04edc075cfb92,QmEjL6bh7MQitxXyuF9DyJKSBcdeEEpksRmi26fmPhB41r,BlockDAG,ERC-721,54.1477,2,standard,True,True,False,89352,Petrol,Manual,Silver,4,3,2,1,2024-12-28,2022-05-31,2024-08-04
54,0x01083da29e929d4d91ad67a6caac6b6ca0381479,0xbe655fddf5006f8eb6b7ec6dff6b0e61c990e8ba,Ford,Fiesta,2018,WBA185329041154,CD18 ENX,standard,3347,6000,EN1 7RR,Enfield,medium,2020-03-27,0xb7083e361cb5192bc945eeb53ba327e6cfab17dca3c4f62781c606b7416a84ab,2024-08-29,0x25f70538fc467fc7716f9a3dddf82488293ded2772da07845b8ba08f2c42df54,Qmxxwa8e2ZFx8fbDzEEgkDA9eZabHYo8icW7sCWr4jBPUa,BlockDAG,ERC-721,43.8347,0,standard,True,True,False,126027,Diesel,Manual,Silver,3,3,2,1,2023-04-07,2020-03-27,2024-08-29
55,0x92b457e42ab0e89e5dc4fff80b53e60a2a228638,0xf327666169325287e889edd72986dc79d872a9a6,Audi,Q7,2002,WAU026959849371,DE02 TXJ,premium,5142,35000,SW3 2BW,Chelsea,high,2024-05-22,0x650a18d60515a346ff1f6f9049be0e2ce54c3b0bb53f1eed7183f2fd5b4bf4ea,2024-08-02,0xcbfc51c99a326befc55be35424c251c672b8c9ae7aff2649f4e38d23feb0a6e6,QmQuR48Jro6M9hrYY721tMePHsmg5778qL3Dd9QR7ApZYZ,BlockDAG,ERC-721,72.0142,1,standard,True,True,False,58585,Electric,Automatic,White,2,2,0,0,2024-07-20,2024-05-22,2024-08-02
56,0x53092a172899fed6f43aafb75d1097e33a491c0d,0x999f8438e188ddeb4ded480755d45c7537e0ced7,Toyota,Camry,2013,WBA139338104104,BC13 ZWR,standard,5514,15000,SW3 5YN,Chelsea,high,2023-08-31,0xe659130022d3a80e808bc5370dacf842980abc63c531bbe8d29ffb92aa3a7e37,2024-10-01,0xda63b45ec2ac19c3947361551b02ae9aa634153de0388ff841d5941c58a1d0d2,QmHc89SycQAxYtU4FbvZi1uWVmxwbH4NRxoqzvH5Qaq7Rj,BlockDAG,ERC-721,51.5514,1,standard,True,False,True,131994,Hybrid,Manual,Silver,2,3,1,1,2023-11-01,2023-08-31,2024-10-01
57,0x6c5b90ce16e614345fbce440b409659d9232cabb,0xec37b7374ade156e79a4fd4f462a4a078694e4b3,Ferrari,488,2012,ZFF120649538098,EF12 FHK,supercar,60885,180000,EN1 5QQ,Enfield,medium,2022-05-01,0x52871f490c6384b4f964b4e8d33b19ae97724d6f265b16a7f04447d44ac0bc5f,2024-06-13,0x830b9570e683c61fce8fd4526c4d84851311b071120c1436fe646a26008e1ee8,Qm6iUbp1zRAA6FCgpKboa7DuVb9PG9aSzQzqSgJohHDFBE,BlockDAG,ERC-721,91.0,16,comprehensive,False,True,True,125313,Hybrid,Manual,Grey,2,3,2,0,2024-05-22,2022-05-01,2024-06-13
58,0xe697147200d0c6a274196162bd80940a93e375bf,0x45f14c4f56d7475ebab8f03115a84c0e452e015f,Aston Martin,DB5,1960,SCFAB602363998353,ABC YBP,luxury,69735,50000,SW11 3RA,Wandsworth,low,2022-01-21,0x6747a74d0869cfc862703b0546ad11797570cd4ed6c362169711d64c6cce9118,2023-06-08,0x844a943954c1691eafeb6dc693a2913b71b18d1377272dd864e7618b5bdf9488,QmqmU9oK7w6gGearQSmWQ3w6m9bWNES94PPpfTymD6mpmR,BlockDAG,ERC-721,74.5,13,comprehensive,True,True,False,120246,Electric,Automatic,Blue,2,5,2,0,2024-10-20,2022-01-21,2023-06-08
59,0xe6971472e092bcc0506f8abcdf506a99dcc497f1,0xdfa2bbdf4407b4a683e30500c08020a08d1465d1,Aston Martin,DB9,1969,SCFAB693926519213,BCD SRG,luxury,148921,75000,CR0 1KA,Croydon,medium,2024-07-10,0x7fd0373d953fe70f9e4a02ea3be04bd3d251aa0ed993c8be317e27d5ee293ed1,2023-08-01,0x89a1acc1a5727b0235c93b2c503a9c2c41c18a65039571e8af5e532cb611f319,QmknVL5dsqKnR6YbZP95kgcsDaJLstx6h9saJ1KcsMraRX,BlockDAG,ERC-721,79.5,39,comprehensive,True,True,False,30746,Electric,Manual,Blue,5,1,0,0,2023-10-11,2024-07-10,2023-08-01
60,0xfac8f46fa21e8e9aa3b98482d047c192a030ee55,0xd408e388c90a692400c6a7e78cb1610692f2ffe5,Jaguar,F-Type,2021,SAJ211525122300,AB21 LZI,luxury,21491,30000,EN1 9EU,Enfield,medium,2022-04-09,0x8021cc60b3ab30f3a7f872a63baeb25cf08fa54a79c5461d2a2d0cc8e3264292,2024-06-17,0xe5f46967c902b0627c3e30f861a74be0057df857478c95fc51bba8bd22ed3993,Qmc3r5aXMxrSMKC2QCuNYm4WgEFq7gSCDVyLHR3NbWLJJs,BlockDAG,ERC-721,81.7491,5,standard,True,True,True,118096,Diesel,Automatic,White,2,5,1,0,2023-04-12,2022-04-09,2024-06-17
61,0x793514403559b1dcd49664ae48d6f7ea604bd048,0x58a70adef337216ad34963d2249d2394b0c7498e,Lamborghini,Huracan,2005,WBA054002125485,BC05 NWE,supercar,33964,180000,EN1 6WH,Enfield,medium,2022-01-04,0x0c265208b124dfa83ef57e2e90396e440a57d276a3abdf26c9617015f73f92d6,2024-05-04,0x2c56de9a6b745f21c0335160176be1e70353157952557a528933d670e565fe12,QmtCd6yPQwHtWv2FwKAs1RDntiHEtLsSykRMu6vFn34Hj3,BlockDAG,ERC-721,93.3964,9,comprehensive,True,True,False,114160,Petrol,Manual,Grey,3,4,0,1,2024-03-13,2022-01-04,2024-05-04
62,0xbada04e25bbf2538c2dd86c612520cfb94bf8fa0,0xe0021c91b1a32c972fc27f2880980fef615fe121,Volkswagen,Passat,2020,WBA202613696322,EF20 UDR,standard,9886,15000,SE1 9CR,Southwark,medium,2022-11-17,0x14b7f8ae588a7e940d59b8464a3d4a07ff84a600386785da8e59ec467a929fc5,2023-10-14,0x6b84af2050ac8e7ea0319f1f7e008c91996b5e270ddcf0636cdc95728d9e74de,QmkZJDbEfTsFxYL5LABgbpYjx36nzgBs8VsU2vmAZeBoKo,BlockDAG,ERC-721,43.4886,1,standard,True,False,False,42685,Diesel,Manual,Blue,5,1,0,0,2023-08-05,2022-11-17,2023-10-14
63,0xe6971472b9e91baad2dac0e749c6cd94d38df99d,0x0a9450e7a88389775fa74d9303769e28149ba158,Aston Martin,Vantage,1962,SCFAB629278660694,BCD ISP,luxury,89790,45000,E1 4IX,Tower Hamlets,high,2021-02-27,0x381dd7b02856c532b8327f111b6339a17f8bbfee6e268976af5a7cfb85478c76,2023-05-13,0xf1a256fed4e2b1cdd1735d966fd59b2939dda92e1949b08bb9c6e763212b3522,QmGfZxLbWrp6UbupoHhX3CpQDJWzzTsM2ofUZRGLAermVS,BlockDAG,ERC-721,84.5,30,comprehensive,True,True,False,54885,Diesel,Manual,Silver,3,4,1,1,2024-12-03,2021-02-27,2023-05-13
64,0x92b457e4155c696ec24720314d805285c2e50caa,0x817f11359c1c0fe9c0db38b12f3d14501ad923c2,Audi,R8,2012,WAU129888691769,BC12 BOF,premium,28751,85000,SW11 7VN,Wandsworth,low,2021-06-04,0x3dd125fcd4daacebf9a49fd0cfec0178223f8ec8d504e75fef094ca4d3da94a2,2023-11-11,0x0d3a6a2b3e9df70764908597a35c2ade8e92cf5b644c76f16b5d0f71e723cad7,QmGBnULm1ZrP9jx8x3JogZJuFQNTqRq5bDwtNqEVzMNYFc,BlockDAG,ERC-721,59.3751,4,standard,False,True,False,148087,Electric,Manual,Silver,3,2,1,0,2023-06-02,2021-06-04,2023-11-11
65,0xc57be7f520988c4a02512731191fd51940a845e7,0x7825f64f93ee43c9e1cfe392f1b17c5f2e6d257a,Mercedes,AMG GT,2011,WDD112898613588,BC11 JHR,luxury,28007,90000,SW1 2EP,Westminster,very_high,2022-11-15,0x0c4c6e14f641c973227fe058927efae8a20635e068af6671eab9137ca1164a28,2024-11-28,0x558d7c2259185dc3a73fc833c7e6fdd6c761656edd9cee058920c7f468ba1c85,QmRUPmbUexiJeCmo9RgBfbaVw8jkEHYJEvAoRLYYhR2vdi,BlockDAG,ERC-721,91.4007,11,standard,True,True,False,145570,Diesel,Manual,Black,3,5,0,1,2024-06-19,2022-11-15,2024-11-28
66,0x79351440bd9d50f8275fbbd6181987e26bbcfc9f,0xb6c5430e12c30aec9d57622f3ae8629163c63291,Lamborghini,Huracan,2009,WBA093611690132,DE09 UWW,supercar,47410,180000,W1 4XK,Mayfair,high,2023-01-21,0xd18a10200fc5277410b8900dd414d95a433420e2aae3876ae0a3eaff6fb5f7fb,2023-08-03,0x7a3e9d589dd48b0e6d6be8c6dc6464c3d759f742106cf0a4fe28c1581a1af27a,Qmw8xnByfGtvPP4a8HUhL2nMsr5sZmCFdJ4jmgVUqJAZY4,BlockDAG,ERC-721,95.0,19,comprehensive,True,True,True,104362,Diesel,Manual,Silver,2,3,2,1,2024-09-09,2023-01-21,2023-08-03
67,0x891b24e47eb9fecbf6623d74dac5bc134dc4fb57,0xb13cf17f0e46e1b76e6b30092a919d9fb71d8bab,McLaren,720S,2023,WBA230719309500,EF23 QSJ,supercar,186208,220000,SE1 7LR,Southwark,medium,2024-10-26,0xc584e90569adca5dbb490a155e1d21f872e97873769d8c9a1d5de418815962d7,2024-04-18,0xd045a546fe212dec850c129d01ddafe12dfe4ebb7f1df932cc668c7bcefc053e,QmjQAuRikGN2CVZEdmzPC2zXtdd383ypREdYTDinKmY4mq,BlockDAG,ERC-721,85.5,53,comprehensive,True,True,True,65389,Hybrid,Manual,White,5,1,2,0,2024-05-31,2024-10-26,2024-04-18
68,0x79351440f4905165df6f385d5757d326487ff6b7,0xc3943e4a56b6130ae04ce1705f1ab2df6a12b5a9,Lamborghini,Gallardo,2013,WBA136740728152,BC13 SJD,supercar,55149,150000,N1 2ZK,Islington,medium,2022-07-22,0xdb1a9cfa1125f9a60201411a32bda09e6a92e5cc90246638065288a80c56e2cb,2024-04-28,0x583cc1d9cf8d195d9bd9175d7092fbccb3d87bb698f424f312268fe244dce521,Qm2Ki5PTabvdWumYvE2i8ko2CCYBtuMaRaWg4feW2SjtC7,BlockDAG,ERC-721,90.5,16,comprehensive,True,True,False,41027,Petrol,Automatic,Black,3,3,0,0,2024-11-17,2022-07-22,2024-04-28
69,0xa9cebc93392b2f2186690cc51f7bcb237d868505,0x2965e99d1c7fff7df63f8d95482e68201ff87a1c,Porsche,911,2018,WP0185245258560,CD18 END,sports,25103,45000,N1 4EU,Islington,medium,2021-07-08,0xa0a89e7c80d9b3ac6fb2925b6385b8a1af4a0e70d7e1c12acd62b73f4c01ba00,2023-11-10,0x7625c9bd47091acf80e013bb45eea426f8ed744bcd5a2fcb65881cf2e6dc04dc,Qmu5DzrxGVjGYr6WX9TdxEE3dqyYSNNnffaqzwcywaG6ez,BlockDAG,ERC-721,71.0103,5,standard,False,True,False,54530,Hybrid,Automatic,Black,3,3,1,1,2024-04-01,2021-07-08,2023-11-10
70,0xfac8f46f94228cc7767ee9b86e2133142c24b477,0xe2f5e2cce50078e3979cb2e16129986b5f2dcbf7,Jaguar,XK,2015,SAJ152346547371,AB15 WTY,luxury,10859,25000,SE1 8XK,Southwark,medium,2023-08-11,0xc58e30d0620c873d85b39991a78188c00c65ac1351add88df677e928a7c401af,2024-03-09,0x0c50626acf79688f2f39c5666cd62971789f8dc7d99d8d6cf54579f641356934,QmUPW4igBL722wQHe5cFNLi3DRKApPb7SghqPxQfBtHBgB,BlockDAG,ERC-721,80.0859,2,standard,True,True,True,70766,Petrol,Manual,Grey,2,3,1,0,2024-02-01,2023-08-11,2024-03-09
71,0x7935144088086260f9f9479f62a228ff93803436,0xfd89a50941bf18527ed582042675ce8d58493206,Lamborghini,Huracan,2006,WBA064703743108,CD06 OXR,supercar,36918,180000,SE1 7DD,Southwark,medium,2024-10-30,0xd143e3ea1fbdf7ac90ede4500d67464c62823a3e8f0c96f21f4968aa013e633f,2024-02-03,0x6114251a155c2e96738b82f4b5f54fa29bd078ee739733853aba040f0b6d5f4e,Qm4en8vYtxxLJm8v7SXUPJ1zQbK4unJZzD5rmkY4HWXVSM,BlockDAG,ERC-721,93.1918,11,comprehensive,True,True,False,51836,Hybrid,Manual,Red,4,3,2,1,2024-01-31,2024-10-30,2024-02-03
72,0xa9cebc93528cbdb7cbc8f0b44457b90f382fc3c9,0x9dd2851a696e4910af74799e16ec672361f393db,Porsche,Panamera,2023,WP0238750230973,BC23 GUK,sports,50784,60000,E1 9HB,Tower Hamlets,high,2023-07-29,0x36ca9f89b81875f3cb378a211d12d51b29f6004c73c1dfe82dc0ab0c297fadb5,2024-03-26,0x1634ce61092921aa4380675e66cdf6e3695aa34077646ba6a0ad7b00c9437475,QmENseRxUZ2nC8yxyDj6MKcLkuQW92XN5MJ7pJT1LAr6Q4,BlockDAG,ERC-721,75.5,15,comprehensive,True,True,True,34456,Petrol,Manual,Red,4,4,2,1,2024-11-06,2023-07-29,2024-03-26
73,0xfac8f46f28016d418bd5301d42b06a2586637b4c,0x2655deada65423e3a71ddb049b0973413b6a1736,Jaguar,E-Type,2008,SAJ084066953179,AB08 IKB,luxury,14539,60000,SW11 8JP,Wandsworth,low,2022-03-13,0x5e2269d7b0c78125beb6d112fb3d329377ffd6b5acc8f8f3d6bd9dcbd7d61cb1,2023-06-10,0x36b6eb0665538024c9ee9fad2746ccb6bca8afc18ba1321ad25dbdaee1288b2b,QmWjx3TcdnfYsFrLPHxjrqSquDnUWqyrrmucu8mwHTziA4,BlockDAG,ERC-721,74.7539,2,standard,True,True,False,85441,Diesel,Manual,Grey,5,2,2,1,2023-11-06,2022-03-13,2023-06-10
74,0xe6971472b9e694a588fdfad2cb275e209b68a773,0x4773612a86a6ec186385b7b54e9138d3251fc953,Aston Martin,DB5,2013,SCFAB139162296988,BC13 AUW,luxury,18383,50000,EN1 1JM,Enfield,medium,2020-01-20,0x606f63ed9b4f1b42c91fc6b7bcdc7523cf1f5d6c03dce6e1fa147c932cc6f4ab,2024-08-09,0x97dc8b327a092903011d1ff59e4bf8c231e7177cdadcb977fe12857532004640,QmHjR9JbutHRzagpejKC1oMkZxLZT7JzwWenqMZFqua9vF,BlockDAG,ERC-721,80.6383,4,standard,True,False,False,2682,Hybrid,Automatic,Black,5,2,1,0,2023-01-07,2020-01-20,2024-08-09
75,0x891b24e4ded56bdcc7316ad7354c22ca5a9066ed,0x903573ff5eb2490c66c3c3a6410d1a0c2de1f3d7,McLaren,P1,2024,WBA242086144928,BC24 LLV,supercar,736000,800000,E1 5UF,Tower Hamlets,high,2024-05-14,0xf6571e04ee92d2f714709145b081bc3b308a1e4d7ecf8d3970ee553b55b9fa8f,2023-06-30,0xb7d78e76b663a4b5f41306b2eb4631a99eb181bef99fcb2772cac50883b07644,Qm1XkeMTiFTJ3pr5ANLdoePiYSmNaLAYd3yxLuLVPDT8hC,BlockDAG,ERC-721,90.0,264,comprehensive,False,True,True,31980,Electric,Automatic,White,3,1,2,0,2024-10-15,2024-05-14,2023-06-30
76,0xe6971472dab9f82cd66c87db357c98f4a22f3e6a,0xb66de322a823453e261b85cf8e86409d69005d5b,Aston Martin,Vantage,1963,SCFAB633701355610,EFA LVV,luxury,55413,45000,SE1 1XW,Southwark,medium,2024-11-07,0x8895f9f87446b2a57f47b90dd636c8d4047d1bd5090b996959106ac249f99b3d,2024-10-13,0x422abb462ad9a6795b765000c1003400bd2128b8e2768899b6057bcfbd098c17,QmLBRwhMbNKyDr6pNs428vnhftwTQV3JXZwANccN1V33ru,BlockDAG,ERC-721,79.5,14,comprehensive,True,True,True,90007,Electric,Automatic,White,5,2,2,0,2023-05-03,2024-11-07,2024-10-13
77,0x6c5b90ce3222a42bf3aaf89c50dce1c817471352,0xa3b8b0be413079fc533fbf287c14b0a05afd4e42,Ferrari,F8,2012,ZFF120067936206,BC12 RRU,supercar,74415,220000,SW3 9ZX,Chelsea,high,2020-11-02,0x768342555ad6571481f394c5e5295499179dec2cf428b9cc01aa4307639e0072,2024-02-15,0x1aaf5bbf8c2c995c58e1a24aec22a96dfd35a0bbc40f3c19944c7624cb57ca9c,QmyKQGq7Wagk697wCXuVaEdxhG7fcbaCe1rtW5o5iwgN4o,BlockDAG,ERC-721,95.0,28,comprehensive,True,True,True,48325,Electric,Automatic,Silver,3,4,0,0,2023-08-01,2020-11-02,2024-02-15
78,0x6c5b90ce141027cfd4be8b03781db86148e272d3,0x81c38f806043c51c478634fa2244fd9ab9af181c,Ferrari,F40,2002,ZFF025270547924,CD02 EWB,supercar,29386,200000,EN1 5MA,Enfield,medium,2020-09-02,0x725a3fe729aebf1568069e2173d8bc54f953e59d5ae478d13c739eb5410bba5b,2024-01-07,0x3e3ce94f871bb29de38714822331bd578b226f10e60111ab9e1293364bd1f401,QmuN1sev4jfwnCjQZCkaqPzAAHCSyKT3NSzkZZE7f44zrg,BlockDAG,ERC-721,94.4386,8,standard,False,False,False,30226,Hybrid,Automatic,White,4,2,0,0,2023-08-02,2020-09-02,2024-01-07
79,0xbada04e2725de6bfdb80a841385dbba6d45d92e9,0x8f2668c2a667cc66de601eb7342af3549ac27737,Volkswagen,Golf,2010,WBA102969118114,DE10 IVT,standard,3435,12000,SW11 4LA,Wandsworth,low,2024-07-14,0xd37fcde93f07056cd90485297552e7068c5774d9f82a36f508029b2724e77f89,2024-03-06,0x6d0daebaba6360f9996c878b1754089ee295f34955a6272f879ce71e7b484795,Qmr4woDmhKLzm2PJMKjRABM7PcNbH8vPRqn8BwTQzNz6YT,BlockDAG,ERC-721,42.8435,0,standard,True,True,False,22719,Electric,Manual,Red,3,5,2,1,2023-03-03,2024-07-14,2024-03-06
80,0x01083da22e8656291646a4b67fc307b03e7fc6ec,0x437298de7113559bbb0472f750cbabdf3991a390,Ford,Mustang,2006,WBA068425312387,DE06 UZT,standard,5127,25000,EN1 7XC,Enfield,medium,2020-05-15,0x0d13b0e2225ff1c1e3de64f9b19fe2d20a6ec3680617b7611d4a17800b67d105,2024-04-23,0x92ed5275a261c69f823acf33a656900dc8483d00191048364f54397d428e000d,QmjTo9XRpr7LptE9yCpZk9AaVymLhR6Qj5MqZn7ENi8gz7,BlockDAG,ERC-721,50.0127,0,standard,True,True,False,28019,Diesel,Manual,Black,2,4,0,0,2023-06-12,2020-05-15,2024-04-23
